ID,Customer Age (in months),CHI Score Month 0,CHI Score 0-1,Support Cases Month 0,Support Cases 0-1,SP Month 0,SP 0-1,Logins 0-1,Blog Articles 0-1,Views 0-1, Days Since Last Login 0-1,"Churn (1 = Yes, 0 = No)",
606.00,16.00,151.00,-19.00,0.00,0.00,0.00,0.00,31.00,-1.00,7.00,-2.00,0.00,
607.00,15.00,80.00,16.00,0.00,0.00,0.00,0.00,60.00,2.00,0.00,4.00,0.00,
608.00,16.00,114.00,-32.00,0.00,0.00,0.00,0.00,3.00,-1.00,-116.00,5.00,0.00,
609.00,16.00,88.00,10.00,0.00,0.00,0.00,0.00,16.00,0.00,-180.00,7.00,0.00,
610.00,13.00,122.00,14.00,0.00,0.00,0.00,0.00,-24.00,0.00,-11.00,2.00,0.00,
611.00,16.00,127.00,-17.00,0.00,-4.00,0.00,-3.00,7.00,4.00,54.00,1.00,0.00,
612.00,16.00,130.00,-3.00,0.00,0.00,0.00,0.00,17.00,-2.00,-18.00,0.00,0.00,
613.00,14.00,150.00,-2.00,0.00,0.00,0.00,0.00,11.00,4.00,18.00,0.00,0.00,
614.00,16.00,90.00,-27.00,0.00,0.00,0.00,0.00,-1.00,-1.00,-30.00,3.00,0.00,
615.00,16.00,115.00,34.00,0.00,0.00,0.00,0.00,10.00,4.00,-51.00,-1.00,0.00,
616.00,16.00,117.00,15.00,1.00,0.00,3.00,-1.00,-10.00,0.00,0.00,0.00,0.00,
617.00,16.00,44.00,29.00,0.00,-2.00,0.00,-3.00,-3.00,0.00,49.00,10.00,0.00,
618.00,16.00,120.00,13.00,1.00,1.00,3.00,3.00,21.00,0.00,-705.00,8.00,0.00,
619.00,16.00,93.00,61.00,0.00,0.00,0.00,0.00,14.00,1.00,-74.00,0.00,0.00,
620.00,16.00,119.00,24.00,0.00,0.00,0.00,0.00,12.00,0.00,24.00,3.00,0.00,
621.00,16.00,164.00,15.00,0.00,0.00,0.00,0.00,11.00,-10.00,196.00,0.00,0.00,
622.00,14.00,0.00,-11.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.00,31.00,0.00,
623.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.00,0.00,-54.00,25.00,0.00,
624.00,11.00,94.00,-22.00,0.00,0.00,0.00,0.00,-10.00,-2.00,-110.00,-1.00,0.00,
625.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,
626.00,15.00,72.00,9.00,0.00,-1.00,0.00,-3.00,9.00,0.00,7.00,-77.00,0.00,
627.00,16.00,75.00,-14.00,1.00,-1.00,3.00,0.00,1.00,3.00,4911.00,-4.00,0.00,
628.00,15.00,137.00,-2.00,1.00,-1.00,3.00,0.00,5.00,-1.00,51.00,0.00,0.00,
629.00,11.00,81.00,60.00,0.00,0.00,0.00,0.00,6.00,1.00,-32.00,31.00,0.00,
630.00,16.00,183.00,4.00,3.00,0.00,3.00,0.00,13.00,2.00,-96.00,-2.00,0.00,
631.00,16.00,18.00,-10.00,0.00,0.00,0.00,0.00,-14.00,0.00,0.00,-54.00,0.00,
632.00,16.00,118.00,19.00,0.00,0.00,0.00,0.00,-13.00,0.00,27.00,0.00,0.00,
633.00,16.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,
634.00,16.00,124.00,17.00,0.00,0.00,0.00,0.00,-8.00,-3.00,-14.00,2.00,0.00,
635.00,15.00,123.00,30.00,2.00,2.00,2.50,2.50,10.00,0.00,24.00,4.00,0.00,
636.00,15.00,148.00,28.00,0.00,0.00,0.00,0.00,5.00,1.00,-2.00,-4.00,0.00,
637.00,16.00,83.00,-4.00,0.00,0.00,0.00,0.00,-1.00,0.00,1060.00,-74.00,0.00,
638.00,16.00,149.00,17.00,1.00,1.00,3.00,3.00,3.00,1.00,652.00,-1.00,0.00,
639.00,16.00,151.00,-14.00,1.00,1.00,3.00,3.00,7.00,-3.00,105.00,-2.00,0.00,
640.00,15.00,10.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,31.00,1.00,
641.00,15.00,5.00,-35.00,0.00,0.00,0.00,0.00,-8.00,0.00,0.00,11.00,0.00,
642.00,15.00,200.00,0.00,0.00,-7.00,0.00,-2.71,-37.00,-15.00,-755.00,0.00,0.00,
643.00,16.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,31.00,0.00,
644.00,16.00,113.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,325.00,0.00,0.00,
645.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,31.00,0.00,
646.00,16.00,61.00,-1.00,0.00,0.00,0.00,0.00,10.00,0.00,2.00,-4.00,0.00,
647.00,16.00,117.00,16.00,0.00,-1.00,0.00,-3.00,-4.00,1.00,3.00,3.00,0.00,
648.00,16.00,17.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,-30.00,31.00,0.00,
649.00,16.00,112.00,16.00,0.00,0.00,0.00,0.00,-8.00,1.00,-1.00,-1.00,0.00,
650.00,14.00,173.00,-17.00,0.00,-5.00,0.00,-3.00,-33.00,-6.00,-20.00,0.00,0.00,
651.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
652.00,16.00,141.00,-1.00,3.00,1.00,3.00,0.00,22.00,-1.00,1506.00,-2.00,0.00,
653.00,16.00,164.00,78.00,0.00,0.00,0.00,0.00,27.00,8.00,55.00,-8.00,0.00,
654.00,15.00,86.00,-37.00,1.00,1.00,3.00,3.00,-16.00,-1.00,-525.00,-13.00,0.00,
655.00,16.00,33.00,33.00,0.00,0.00,0.00,0.00,8.00,0.00,-7.00,30.00,0.00,
656.00,13.00,158.00,-21.00,0.00,0.00,0.00,0.00,27.00,-1.00,-78.00,0.00,0.00,
657.00,6.00,26.00,26.00,1.00,0.00,3.00,0.00,41.00,0.00,0.00,8.00,0.00,
658.00,16.00,98.00,-28.00,2.00,2.00,3.00,3.00,22.00,-2.00,277.00,1.00,0.00,
659.00,16.00,45.00,-41.00,0.00,0.00,0.00,0.00,5.00,0.00,-92.00,-8.00,0.00,
660.00,15.00,196.00,2.00,1.00,0.00,2.00,-1.00,-20.00,1.00,-968.00,3.00,0.00,
661.00,15.00,124.00,20.00,0.00,0.00,0.00,0.00,10.00,0.00,841.00,0.00,0.00,
662.00,16.00,85.00,0.00,0.00,-1.00,0.00,-3.00,7.00,0.00,0.00,0.00,0.00,
663.00,16.00,91.00,9.00,0.00,0.00,0.00,0.00,10.00,0.00,-617.00,3.00,0.00,
664.00,16.00,63.00,-31.00,0.00,0.00,0.00,0.00,0.00,0.00,-25.00,31.00,0.00,
665.00,16.00,186.00,-8.00,2.00,2.00,3.00,3.00,79.00,-3.00,533.00,0.00,0.00,
666.00,16.00,35.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,-16.00,-2.00,0.00,
667.00,12.00,141.00,-21.00,0.00,0.00,0.00,0.00,-3.00,0.00,-503.00,0.00,0.00,
668.00,16.00,68.00,68.00,0.00,0.00,0.00,0.00,70.00,0.00,0.00,31.00,0.00,
669.00,16.00,234.00,18.00,3.00,2.00,3.33,0.33,88.00,1.00,189.00,0.00,0.00,
670.00,13.00,77.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,-1.00,1.00,
671.00,15.00,148.00,20.00,5.00,3.00,3.00,0.00,47.00,0.00,33.00,0.00,0.00,
672.00,16.00,148.00,1.00,0.00,0.00,0.00,0.00,17.00,1.00,85.00,2.00,0.00,
673.00,14.00,110.00,14.00,0.00,0.00,0.00,0.00,33.00,0.00,17.00,3.00,1.00,
674.00,15.00,69.00,-4.00,0.00,0.00,0.00,0.00,-2.00,0.00,-18.00,19.00,0.00,
675.00,16.00,29.00,-10.00,0.00,0.00,0.00,0.00,0.00,0.00,-11.00,31.00,0.00,
676.00,16.00,62.00,-14.00,0.00,0.00,0.00,0.00,-27.00,0.00,-224.00,0.00,0.00,
677.00,15.00,25.00,25.00,2.00,2.00,2.50,2.50,4.00,0.00,0.00,31.00,0.00,
678.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,31.00,0.00,
679.00,15.00,41.00,-16.00,0.00,0.00,0.00,0.00,6.00,0.00,13.00,31.00,0.00,
680.00,16.00,21.00,-31.00,1.00,1.00,3.00,3.00,6.00,0.00,-88.00,30.00,0.00,
681.00,15.00,124.00,45.00,0.00,0.00,0.00,0.00,4.00,2.00,-658.00,31.00,0.00,
682.00,15.00,156.00,-6.00,1.00,1.00,3.00,3.00,4.00,-6.00,-94.00,-12.00,0.00,
683.00,15.00,210.00,41.00,1.00,1.00,3.00,3.00,71.00,1.00,-798.00,3.00,0.00,
684.00,13.00,202.00,11.00,0.00,0.00,0.00,0.00,54.00,0.00,-142.00,-1.00,0.00,
685.00,11.00,108.00,18.00,0.00,0.00,0.00,0.00,15.00,0.00,-82.00,6.00,0.00,
686.00,15.00,156.00,-5.00,0.00,-2.00,0.00,-3.00,6.00,0.00,100.00,0.00,0.00,
687.00,15.00,77.00,10.00,0.00,0.00,0.00,0.00,22.00,0.00,-128.00,-3.00,0.00,
688.00,16.00,166.00,-1.00,0.00,0.00,0.00,0.00,4.00,0.00,15.00,11.00,0.00,
689.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,
690.00,12.00,178.00,-16.00,0.00,0.00,0.00,0.00,-6.00,0.00,-475.00,0.00,0.00,
691.00,12.00,31.00,11.00,3.00,2.00,3.00,0.00,67.00,0.00,-1.00,0.00,0.00,
692.00,16.00,152.00,-24.00,1.00,0.00,3.00,0.00,-11.00,-7.00,955.00,0.00,0.00,
693.00,12.00,170.00,-15.00,0.00,0.00,0.00,0.00,-8.00,-4.00,241.00,-1.00,0.00,
694.00,15.00,198.00,12.00,9.00,3.00,3.00,0.00,9.00,0.00,218.00,-1.00,0.00,
695.00,16.00,85.00,-2.00,0.00,0.00,0.00,0.00,1.00,0.00,-139.00,19.00,0.00,
696.00,16.00,171.00,17.00,2.00,-2.00,3.00,0.00,70.00,3.00,327.00,0.00,0.00,
697.00,16.00,73.00,9.00,1.00,0.00,3.00,0.00,28.00,0.00,0.00,-15.00,0.00,
698.00,15.00,165.00,13.00,1.00,1.00,2.00,2.00,92.00,3.00,-1919.00,0.00,0.00,
699.00,16.00,107.00,1.00,0.00,0.00,0.00,0.00,5.00,0.00,-13.00,2.00,0.00,
700.00,12.00,71.00,10.00,0.00,0.00,0.00,0.00,58.00,0.00,2114.00,-1.00,0.00,
701.00,16.00,140.00,0.00,0.00,0.00,0.00,0.00,-50.00,0.00,0.00,0.00,0.00,
702.00,16.00,142.00,46.00,3.00,3.00,3.00,3.00,34.00,1.00,9.00,-2.00,0.00,
703.00,15.00,0.00,-52.00,0.00,0.00,0.00,0.00,-9.00,0.00,-41.00,2.00,0.00,
704.00,16.00,0.00,-26.00,0.00,0.00,0.00,0.00,-1.00,0.00,0.00,-39.00,0.00,
705.00,16.00,97.00,-11.00,0.00,0.00,0.00,0.00,13.00,2.00,-3681.00,0.00,0.00,
706.00,12.00,122.00,-16.00,0.00,0.00,0.00,0.00,7.00,-7.00,33.00,-2.00,1.00,
707.00,16.00,90.00,32.00,0.00,0.00,0.00,0.00,26.00,2.00,0.00,14.00,0.00,
708.00,10.00,98.00,8.00,0.00,0.00,0.00,0.00,24.00,0.00,-167.00,31.00,0.00,
709.00,15.00,161.00,-6.00,2.00,-1.00,3.00,0.00,14.00,0.00,253.00,0.00,0.00,
710.00,15.00,63.00,-1.00,0.00,0.00,0.00,0.00,-4.00,0.00,-10.00,-4.00,0.00,
711.00,15.00,99.00,-12.00,0.00,0.00,0.00,0.00,3.00,0.00,591.00,-10.00,0.00,
712.00,12.00,78.00,-47.00,1.00,1.00,3.00,3.00,-5.00,-1.00,55.00,2.00,0.00,
713.00,15.00,90.00,-15.00,1.00,-4.00,3.00,0.20,16.00,0.00,84.00,0.00,0.00,
714.00,15.00,195.00,16.00,2.00,0.00,2.50,-0.50,20.00,1.00,200.00,0.00,0.00,
715.00,14.00,35.00,-40.00,5.00,3.00,3.00,0.00,26.00,0.00,-91.00,3.00,0.00,
716.00,14.00,78.00,42.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,-8.00,0.00,
717.00,16.00,166.00,-17.00,0.00,0.00,0.00,0.00,2.00,-2.00,1384.00,7.00,0.00,
718.00,16.00,64.00,10.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,3.00,0.00,
719.00,16.00,153.00,3.00,0.00,0.00,0.00,0.00,127.00,-2.00,-80.00,0.00,0.00,
720.00,16.00,85.00,-29.00,0.00,0.00,0.00,0.00,3.00,-2.00,-1.00,6.00,0.00,
721.00,16.00,102.00,0.00,4.00,3.00,3.00,0.00,-12.00,0.00,-240.00,0.00,0.00,
722.00,16.00,192.00,17.00,0.00,-1.00,0.00,-3.00,89.00,1.00,166.00,0.00,0.00,
723.00,15.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,11.00,31.00,0.00,
724.00,14.00,131.00,-48.00,0.00,0.00,0.00,0.00,-10.00,-2.00,5.00,-1.00,0.00,
725.00,15.00,128.00,-41.00,1.00,1.00,3.00,3.00,56.00,-1.00,-62.00,0.00,0.00,
726.00,16.00,38.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,-175.00,31.00,1.00,
727.00,16.00,183.00,5.00,1.00,-1.00,3.00,0.00,4.00,6.00,-328.00,-1.00,0.00,
728.00,15.00,85.00,-12.00,1.00,-6.00,3.00,0.00,-30.00,0.00,-37.00,0.00,0.00,
729.00,13.00,50.00,-11.00,0.00,0.00,0.00,0.00,3.00,0.00,-77.00,16.00,0.00,
730.00,15.00,259.00,-6.00,0.00,-8.00,0.00,-3.00,91.00,2.00,2482.00,0.00,0.00,
731.00,3.00,126.00,126.00,0.00,0.00,0.00,0.00,82.00,0.00,0.00,0.00,0.00,
732.00,16.00,153.00,-64.00,0.00,-1.00,0.00,-3.00,18.00,-2.00,-125.00,4.00,0.00,
733.00,14.00,133.00,-11.00,0.00,0.00,0.00,0.00,19.00,-1.00,503.00,-1.00,0.00,
734.00,55.00,192.00,-7.00,2.00,-3.00,3.00,0.20,-49.00,0.00,282.00,0.00,0.00,
735.00,16.00,86.00,25.00,0.00,0.00,0.00,0.00,2.00,0.00,45.00,31.00,0.00,
736.00,14.00,76.00,0.00,1.00,1.00,3.00,3.00,14.00,0.00,356.00,-2.00,0.00,
737.00,15.00,170.00,-1.00,0.00,-1.00,0.00,-3.00,64.00,2.00,-101.00,-1.00,0.00,
738.00,16.00,120.00,-12.00,0.00,0.00,0.00,0.00,-5.00,1.00,1950.00,1.00,1.00,
739.00,13.00,112.00,35.00,0.00,0.00,0.00,0.00,26.00,2.00,927.00,2.00,0.00,
740.00,15.00,114.00,-1.00,0.00,0.00,0.00,0.00,-1.00,0.00,-5.00,3.00,0.00,
741.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
742.00,16.00,195.00,-12.00,1.00,-1.00,3.00,0.00,5.00,0.00,87.00,-7.00,0.00,
743.00,16.00,114.00,-11.00,0.00,0.00,0.00,0.00,-24.00,0.00,-26.00,-1.00,0.00,
744.00,13.00,63.00,-20.00,0.00,0.00,0.00,0.00,5.00,0.00,-7.00,27.00,0.00,
745.00,4.00,167.00,72.00,3.00,3.00,3.00,3.00,131.00,2.00,1456.00,4.00,0.00,
746.00,15.00,235.00,15.00,1.00,0.00,3.00,0.00,-2.00,-2.00,2054.00,0.00,0.00,
747.00,15.00,32.00,25.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,31.00,0.00,
748.00,16.00,81.00,36.00,0.00,0.00,0.00,0.00,46.00,0.00,299.00,3.00,0.00,
749.00,16.00,127.00,-20.00,0.00,0.00,0.00,0.00,13.00,0.00,-394.00,-1.00,0.00,
750.00,16.00,183.00,-4.00,1.00,1.00,3.00,3.00,30.00,-2.00,-7192.00,0.00,1.00,
751.00,12.00,35.00,0.00,1.00,1.00,4.00,4.00,13.00,0.00,-10.00,-14.00,0.00,
752.00,16.00,80.00,-5.00,0.00,0.00,0.00,0.00,92.00,0.00,-40.00,0.00,0.00,
753.00,3.00,120.00,120.00,6.00,6.00,3.00,3.00,146.00,0.00,0.00,0.00,0.00,
754.00,15.00,148.00,37.00,1.00,-1.00,3.00,0.00,76.00,1.00,-35.00,-14.00,0.00,
755.00,4.00,172.00,-4.00,1.00,-4.00,3.00,0.20,35.00,5.00,1001.00,0.00,0.00,
756.00,15.00,223.00,21.00,4.00,2.00,3.00,0.00,30.00,0.00,32.00,0.00,0.00,
757.00,12.00,198.00,7.00,0.00,-1.00,0.00,-3.00,44.00,0.00,-23.00,0.00,0.00,
758.00,15.00,195.00,4.00,0.00,-3.00,0.00,-3.00,54.00,-2.00,2586.00,0.00,0.00,
759.00,7.00,147.00,34.00,2.00,1.00,2.50,-0.50,24.00,2.00,-33.00,2.00,0.00,
760.00,12.00,78.00,20.00,0.00,-1.00,0.00,-3.00,48.00,0.00,48.00,31.00,1.00,
761.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,31.00,0.00,
762.00,15.00,113.00,64.00,0.00,0.00,0.00,0.00,18.00,2.00,147.00,-16.00,0.00,
763.00,15.00,170.00,29.00,2.00,2.00,3.00,3.00,35.00,2.00,-1.00,-7.00,0.00,
764.00,15.00,104.00,71.00,0.00,0.00,0.00,0.00,6.00,0.00,1.00,-19.00,1.00,
765.00,16.00,103.00,10.00,0.00,0.00,0.00,0.00,22.00,0.00,-255.00,4.00,0.00,
766.00,14.00,135.00,-5.00,0.00,0.00,0.00,0.00,-3.00,-3.00,-186.00,4.00,0.00,
767.00,15.00,199.00,14.00,5.00,0.00,3.00,0.00,46.00,0.00,1304.00,0.00,0.00,
768.00,16.00,125.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,-1508.00,6.00,0.00,
769.00,14.00,131.00,7.00,0.00,0.00,0.00,0.00,5.00,-1.00,-249.00,-4.00,0.00,
770.00,15.00,26.00,-37.00,0.00,-1.00,0.00,-3.00,1.00,-1.00,0.00,0.00,0.00,
771.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
772.00,15.00,66.00,-38.00,2.00,2.00,3.00,3.00,46.00,-12.00,2.00,5.00,0.00,
773.00,15.00,201.00,7.00,1.00,1.00,3.00,3.00,42.00,2.00,40.00,-2.00,0.00,
774.00,16.00,111.00,35.00,0.00,0.00,0.00,0.00,12.00,0.00,-315.00,31.00,0.00,
775.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,
776.00,15.00,24.00,24.00,0.00,0.00,0.00,0.00,2.00,0.00,-4.00,31.00,0.00,
777.00,5.00,17.00,-53.00,0.00,-2.00,0.00,-3.00,-34.00,0.00,2.00,7.00,0.00,
778.00,14.00,139.00,11.00,2.00,1.00,3.00,0.00,29.00,0.00,-54.00,3.00,0.00,
779.00,15.00,133.00,7.00,0.00,-1.00,0.00,-3.00,9.00,5.00,-21.00,2.00,0.00,
780.00,9.00,136.00,35.00,0.00,0.00,0.00,0.00,42.00,-1.00,1.00,0.00,1.00,
781.00,16.00,206.00,0.00,0.00,-2.00,0.00,-3.00,40.00,1.00,-164.00,0.00,0.00,
782.00,16.00,66.00,40.00,1.00,1.00,3.00,3.00,14.00,0.00,29.00,13.00,0.00,
783.00,16.00,133.00,38.00,0.00,0.00,0.00,0.00,7.00,-4.00,-13.00,3.00,0.00,
784.00,16.00,124.00,1.00,0.00,0.00,0.00,0.00,-11.00,0.00,124.00,-1.00,0.00,
785.00,16.00,67.00,-38.00,0.00,0.00,0.00,0.00,4.00,0.00,21.00,4.00,0.00,
786.00,16.00,200.00,0.00,0.00,0.00,0.00,0.00,16.00,1.00,-1940.00,3.00,0.00,
787.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,1.00,
788.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,
789.00,10.00,207.00,6.00,1.00,1.00,3.00,3.00,107.00,1.00,15.00,-1.00,0.00,
790.00,12.00,157.00,-20.00,0.00,0.00,0.00,0.00,4.00,-3.00,107.00,5.00,1.00,
791.00,15.00,131.00,-62.00,0.00,0.00,0.00,0.00,-47.00,-2.00,-313.00,-3.00,0.00,
792.00,15.00,175.00,-30.00,0.00,-3.00,0.00,-2.67,-39.00,1.00,-3.00,0.00,0.00,
793.00,14.00,214.00,-8.00,1.00,0.00,3.00,0.00,14.00,-1.00,145.00,0.00,0.00,
794.00,15.00,71.00,-17.00,0.00,0.00,0.00,0.00,-10.00,0.00,-219.00,7.00,0.00,
795.00,11.00,37.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,-2.00,0.00,0.00,
796.00,13.00,50.00,-21.00,0.00,0.00,0.00,0.00,-3.00,0.00,13.00,-10.00,0.00,
797.00,15.00,94.00,8.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,10.00,0.00,
798.00,14.00,0.00,-30.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,31.00,0.00,
799.00,15.00,211.00,3.00,1.00,0.00,3.00,1.00,29.00,3.00,4115.00,-1.00,0.00,
800.00,15.00,121.00,13.00,1.00,0.00,3.00,0.00,-21.00,-2.00,11.00,0.00,0.00,
801.00,12.00,102.00,-5.00,0.00,-1.00,0.00,-3.00,2.00,-1.00,12.00,-1.00,0.00,
802.00,15.00,158.00,-3.00,0.00,-5.00,0.00,-3.00,4.00,3.00,-8.00,3.00,0.00,
803.00,4.00,37.00,37.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,
804.00,14.00,128.00,9.00,0.00,0.00,0.00,0.00,37.00,-1.00,-21.00,0.00,0.00,
805.00,15.00,185.00,2.00,0.00,-3.00,0.00,-3.00,2.00,0.00,-148.00,0.00,0.00,
806.00,15.00,15.00,6.00,0.00,0.00,0.00,0.00,5.00,0.00,-81.00,22.00,0.00,
807.00,15.00,31.00,-14.00,0.00,0.00,0.00,0.00,27.00,0.00,-2.00,-20.00,0.00,
808.00,15.00,121.00,-54.00,2.00,-2.00,3.00,0.00,28.00,-2.00,620.00,3.00,0.00,
809.00,14.00,78.00,-36.00,0.00,0.00,0.00,0.00,-14.00,0.00,-3.00,0.00,1.00,
810.00,15.00,173.00,-10.00,0.00,0.00,0.00,0.00,-29.00,0.00,-36.00,-1.00,0.00,
811.00,15.00,173.00,56.00,1.00,1.00,3.00,3.00,44.00,-1.00,0.00,2.00,0.00,
812.00,11.00,158.00,41.00,1.00,1.00,3.00,3.00,-25.00,4.00,20.00,1.00,0.00,
813.00,15.00,196.00,-1.00,4.00,4.00,3.00,3.00,232.00,-1.00,1127.00,0.00,0.00,
814.00,15.00,43.00,-5.00,0.00,-2.00,0.00,-3.00,10.00,0.00,-5.00,2.00,0.00,
815.00,11.00,129.00,4.00,0.00,-2.00,0.00,-3.00,-23.00,-6.00,0.00,4.00,0.00,
816.00,15.00,184.00,-8.00,2.00,2.00,3.00,3.00,24.00,1.00,11004.00,5.00,0.00,
817.00,14.00,137.00,-50.00,0.00,-1.00,0.00,-3.00,-8.00,-2.00,-550.00,3.00,0.00,
818.00,14.00,98.00,-2.00,0.00,0.00,0.00,0.00,-2.00,0.00,-62.00,10.00,1.00,
819.00,14.00,120.00,-2.00,0.00,0.00,0.00,0.00,89.00,0.00,-19.00,0.00,0.00,
820.00,14.00,139.00,-6.00,0.00,-1.00,0.00,-3.00,29.00,-2.00,-26.00,0.00,0.00,
821.00,5.00,156.00,-9.00,1.00,0.00,3.00,0.00,43.00,0.00,0.00,-2.00,0.00,
822.00,15.00,127.00,5.00,0.00,0.00,0.00,0.00,-6.00,1.00,-17.00,14.00,0.00,
823.00,13.00,215.00,5.00,0.00,-1.00,0.00,-3.00,19.00,1.00,60.00,-1.00,0.00,
824.00,14.00,181.00,56.00,0.00,-1.00,0.00,-3.00,111.00,0.00,-76.00,5.00,0.00,
825.00,14.00,33.00,26.00,0.00,0.00,0.00,0.00,2.00,0.00,-285.00,31.00,0.00,
826.00,13.00,110.00,18.00,1.00,1.00,3.00,3.00,14.00,0.00,-29.00,-3.00,1.00,
827.00,14.00,180.00,36.00,0.00,0.00,0.00,0.00,89.00,4.00,-24.00,-1.00,0.00,
828.00,15.00,184.00,-3.00,0.00,0.00,0.00,0.00,15.00,-2.00,-408.00,0.00,0.00,
829.00,15.00,107.00,-10.00,0.00,-1.00,0.00,-3.00,5.00,0.00,-128.00,15.00,0.00,
830.00,15.00,146.00,-4.00,1.00,0.00,3.00,0.00,-8.00,-1.00,-12.00,-1.00,0.00,
831.00,14.00,85.00,-11.00,0.00,0.00,0.00,0.00,19.00,0.00,-12.00,0.00,0.00,
832.00,15.00,56.00,40.00,0.00,0.00,0.00,0.00,5.00,0.00,-131.00,17.00,0.00,
833.00,13.00,179.00,21.00,0.00,0.00,0.00,0.00,95.00,-3.00,-1363.00,0.00,0.00,
834.00,15.00,81.00,10.00,0.00,-1.00,0.00,-3.00,3.00,0.00,3.00,-16.00,0.00,
835.00,15.00,48.00,-12.00,2.00,2.00,3.00,3.00,10.00,-1.00,3.00,-11.00,0.00,
836.00,15.00,190.00,36.00,0.00,0.00,0.00,0.00,60.00,1.00,164.00,-4.00,0.00,
837.00,15.00,82.00,-48.00,0.00,0.00,0.00,0.00,-20.00,-1.00,-119.00,1.00,0.00,
838.00,14.00,155.00,-19.00,5.00,0.00,3.00,0.00,32.00,-3.00,-1986.00,-1.00,0.00,
839.00,15.00,0.00,-30.00,0.00,0.00,0.00,0.00,-9.00,0.00,-2.00,10.00,0.00,
840.00,14.00,125.00,20.00,0.00,0.00,0.00,0.00,69.00,-1.00,27.00,27.00,0.00,
841.00,14.00,151.00,-11.00,0.00,0.00,0.00,0.00,-16.00,-1.00,84.00,-3.00,0.00,
842.00,15.00,179.00,11.00,0.00,0.00,0.00,0.00,100.00,0.00,-783.00,0.00,0.00,
843.00,15.00,122.00,-6.00,0.00,0.00,0.00,0.00,8.00,-1.00,2.00,0.00,0.00,
844.00,13.00,113.00,-33.00,0.00,0.00,0.00,0.00,48.00,-5.00,10.00,9.00,1.00,
845.00,12.00,99.00,-50.00,0.00,0.00,0.00,0.00,-11.00,-3.00,-16.00,0.00,0.00,
846.00,14.00,0.00,-21.00,0.00,0.00,0.00,0.00,-2.00,0.00,0.00,11.00,0.00,
847.00,14.00,136.00,2.00,2.00,0.00,3.00,0.00,-38.00,4.00,-652.00,3.00,0.00,
848.00,14.00,163.00,60.00,1.00,1.00,3.00,3.00,71.00,1.00,75.00,0.00,0.00,
849.00,14.00,218.00,28.00,13.00,12.00,3.00,0.00,151.00,4.00,-56.00,-1.00,0.00,
850.00,15.00,146.00,-40.00,0.00,-5.00,0.00,-3.00,-50.00,-8.00,-28.00,0.00,0.00,
851.00,7.00,118.00,41.00,1.00,1.00,3.00,3.00,30.00,1.00,19.00,14.00,0.00,
852.00,15.00,113.00,-32.00,0.00,0.00,0.00,0.00,-40.00,-1.00,-59.00,4.00,0.00,
853.00,6.00,98.00,35.00,4.00,3.00,3.00,0.00,44.00,0.00,-1.00,-2.00,0.00,
854.00,14.00,167.00,28.00,0.00,-5.00,0.00,-3.00,1.00,4.00,-35.00,1.00,0.00,
855.00,14.00,100.00,35.00,0.00,0.00,0.00,0.00,-14.00,1.00,-18.00,-9.00,0.00,
856.00,15.00,20.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,31.00,0.00,
